Number,State,Lata,Rate Center,Category,MOU,CNAM Storage,SMS,PeerlessMSG,CNAM Delivery,PO PIN,E911,E911 Type,Branded Calling,Destination,Custom Name,EU Type,EU Name,EU HouseNumber,EU St Name,EU City,EU State,EU ZipCode,EU Unit,EU PrefixDirectional
5732732254,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362756,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827095,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599219,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272705,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362724,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599215,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4015860751,RI,130,W WARWICK,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4015860096,RI,130,W WARWICK,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282199,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272620,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827061,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599217,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282136,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4015860841,RI,130,W WARWICK,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827023,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272683,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732249,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827118,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827141,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599216,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732260,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362750,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732269,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827038,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827120,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023598901,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732275,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827033,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732247,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282189,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988745,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827074,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272691,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272703,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282186,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827047,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362723,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362704,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732265,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827080,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827024,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732244,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988723,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732274,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988760,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827086,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732250,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282183,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827099,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272733,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827132,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272604,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599223,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272643,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272706,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272704,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362734,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827069,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732261,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827032,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599224,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282138,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827048,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282124,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988729,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272592,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827068,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282166,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732270,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827045,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272644,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272590,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732276,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988683,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988721,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827128,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732272,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827052,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732248,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272685,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827110,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272726,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988695,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362720,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272663,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272608,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827070,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827040,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827096,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023598961,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272740,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988685,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272696,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732256,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362726,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362681,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272617,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732251,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827103,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362590,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827084,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988786,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272677,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362670,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732271,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362707,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362596,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272674,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827018,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827134,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282002,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272684,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282044,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362755,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272626,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827098,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988758,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362630,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272732,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023598879,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282094,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272671,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732262,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272744,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362773,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362693,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988751,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827137,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732259,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272664,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827109,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827075,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732264,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732243,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272621,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272631,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988682,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272737,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827029,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272601,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362567,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732246,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282190,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827076,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362612,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827138,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599176,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272606,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272692,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599213,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282105,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7023599212,NV,721,LAS VEGAS,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272650,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272652,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732263,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827060,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362641,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272713,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282010,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362652,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732252,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4015860142,RI,130,W WARWICK,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282208,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827114,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
3203362592,MN,628,HINCKLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827116,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827123,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272680,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8283827057,NC,422,FORESTCITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4015860508,RI,130,W WARWICK,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
5732732253,MO,520,ADVANCE,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8108272599,MI,340,EMMETT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
6629988772,MS,482,YAZOO CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
9183282184,OK,538,RALSTON,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
