Number,State,Lata,Rate Center,Category,MOU,CNAM Storage,SMS,PeerlessMSG,CNAM Delivery,PO PIN,E911,E911 Type,Branded Calling,Destination,Custom Name,EU Type,EU Name,EU HouseNumber,EU St Name,EU City,EU State,EU ZipCode,EU Unit,EU PrefixDirectional
4304407240,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407477,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652435,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652585,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652286,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407042,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652393,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652366,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407047,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407453,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407119,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407450,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207160,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407162,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407074,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652361,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407076,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407158,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407463,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652589,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407131,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407482,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407046,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407170,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407049,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652652,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407390,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407044,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407448,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407156,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207149,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407456,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652280,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407153,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652422,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407466,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407457,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407041,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314190803,TN,468,RIPLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407451,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207046,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652471,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407137,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407464,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407484,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407129,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407485,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407146,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407144,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407478,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407242,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407143,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407035,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407045,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407271,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407487,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407237,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407066,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407139,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407148,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407157,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652563,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407067,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314190802,TN,468,RIPLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207031,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407068,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407040,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652339,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407176,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407238,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407105,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652564,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207095,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207137,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407126,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314190538,TN,468,RIPLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407174,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407171,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407470,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407486,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207086,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407141,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407065,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652371,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407151,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207133,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407127,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407452,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407460,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407472,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407123,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314190757,TN,468,RIPLEY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407159,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207153,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407235,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407458,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
4304407455,TX,552,WOLFE CITY,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
7314207050,TN,468,HUMBOLDT,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
8648652303,SC,430,CENTRAL,Standard,1,,NO,NO,NO,,NO,NONE,NO,INSTACALL_01,INSTACALL_01,,,,,,,,,
